SLAVE_ID,GROUP_ID,FLOW_VALUE,DIGITAL_INPUT,DATE,TIME
3-,3G,0000.23,0,07/11/2020,01:09:30
2-,3G,0000.00,0,07/11/2020,01:09:32
4-,3G,0003.29,0,07/11/2020,01:09:35
3-,3G,0001.44,0,07/11/2020,01:09:38
2-,3G,0000.00,0,07/11/2020,01:09:41
4-,3G,0000.00,0,07/11/2020,01:09:45
3-,3G,0000.00,0,07/11/2020,01:09:48
2-,3G,0003.07,0,07/11/2020,01:09:50
4-,3G,0000.00,0,07/11/2020,01:09:54
3-,3G,0000.00,0,07/11/2020,01:09:57
2-,3G,0003.29,0,07/11/2020,01:09:59
4-,3G,0003.29,0,07/11/2020,01:10:03
3-,3G,0000.30,0,07/11/2020,01:10:06
2-,3G,0000.00,0,07/11/2020,01:10:08
4-,3G,0003.35,0,07/11/2020,01:10:12
3-,3G,0003.29,0,07/11/2020,01:10:15
2-,3G,0000.00,0,07/11/2020,01:10:17
4-,3G,0000.00,0,07/11/2020,01:10:21
3-,3G,0000.00,0,07/11/2020,01:10:24
2-,3G,0003.07,0,07/11/2020,01:10:26
4-,3G,0000.00,0,07/11/2020,01:10:30
3-,3G,0000.00,0,07/11/2020,01:10:33
2-,3G,0003.33,0,07/11/2020,01:10:35
4-,3G,0003.29,0,07/11/2020,01:10:39
3-,3G,0000.27,0,07/11/2020,01:10:42
2-,3G,0000.00,0,07/11/2020,01:10:44
4-,3G,0003.16,0,07/11/2020,01:10:48
3-,3G,0003.33,0,07/11/2020,01:10:51
2-,3G,0000.00,0,07/11/2020,01:10:53
4-,3G,0000.00,0,07/11/2020,01:10:57
3-,3G,0000.00,0,07/11/2020,01:11:00
2-,3G,0003.11,0,07/11/2020,01:11:02
4-,3G,0000.00,0,07/11/2020,01:11:06
3-,3G,0000.00,0,07/11/2020,01:11:09
2-,3G,0003.31,0,07/11/2020,01:11:11
4-,3G,0003.29,0,07/11/2020,01:11:15
3-,3G,0000.25,0,07/11/2020,01:11:18
2-,3G,0000.00,0,07/11/2020,01:11:20
4-,3G,0003.24,0,07/11/2020,01:11:24
3-,3G,0003.35,0,07/11/2020,01:11:27
2-,3G,0000.00,0,07/11/2020,01:11:29
4-,3G,0000.00,0,07/11/2020,01:11:33
3-,3G,0000.00,0,07/11/2020,01:11:36
2-,3G,0003.11,0,07/11/2020,01:11:38
4-,3G,0000.00,0,07/11/2020,01:11:42
3-,3G,0000.00,0,07/11/2020,01:11:45
2-,3G,0003.26,0,07/11/2020,01:11:47
4-,3G,0003.31,0,07/11/2020,01:11:51
3-,3G,0000.27,0,07/11/2020,01:11:54
2-,3G,0000.00,0,07/11/2020,01:11:56
4-,3G,0003.18,0,07/11/2020,01:12:00
3-,3G,0003.29,0,07/11/2020,01:12:03
2-,3G,0000.00,0,07/11/2020,01:12:05
4-,3G,0000.00,0,07/11/2020,01:12:09
3-,3G,0000.00,0,07/11/2020,01:12:12
2-,3G,0003.35,0,07/11/2020,01:12:14
4-,3G,0000.00,0,07/11/2020,01:12:18
3-,3G,0000.00,0,07/11/2020,01:12:21
2-,3G,0003.33,0,07/11/2020,01:12:23
4-,3G,0003.29,0,07/11/2020,01:12:27
3-,3G,0000.23,0,07/11/2020,01:12:30
2-,3G,0000.00,0,07/11/2020,01:12:32
4-,3G,0003.05,0,07/11/2020,01:12:36
3-,3G,0003.35,0,07/11/2020,01:12:39
2-,3G,0000.00,0,07/11/2020,01:12:41
4-,3G,0000.00,0,07/11/2020,01:12:45
3-,3G,0000.00,0,07/11/2020,01:12:48
2-,3G,0003.39,0,07/11/2020,01:12:50
4-,3G,0000.00,0,07/11/2020,01:12:54
3-,3G,0000.00,0,07/11/2020,01:12:57
2-,3G,0003.26,0,07/11/2020,01:12:59
4-,3G,0003.29,0,07/11/2020,01:13:03
3-,3G,0000.32,0,07/11/2020,01:13:06
2-,3G,0000.00,0,07/11/2020,01:13:08
4-,3G,0000.49,0,07/11/2020,01:13:12
3-,3G,0003.35,0,07/11/2020,01:13:15
2-,3G,0000.00,0,07/11/2020,01:13:17
4-,3G,0000.00,0,07/11/2020,01:13:21
3-,3G,0000.00,0,07/11/2020,01:13:24
2-,3G,0003.39,0,07/11/2020,01:13:26
4-,3G,0000.00,0,07/11/2020,01:13:30
3-,3G,0000.00,0,07/11/2020,01:13:33
2-,3G,0003.24,0,07/11/2020,01:13:35
4-,3G,0003.29,0,07/11/2020,01:13:39
3-,3G,0000.32,0,07/11/2020,01:13:42
2-,3G,0000.00,0,07/11/2020,01:13:44
4-,3G,0003.29,0,07/11/2020,01:13:47
3-,3G,0001.44,0,07/11/2020,01:13:50
2-,3G,0000.00,0,07/11/2020,01:13:53
4-,3G,0000.00,0,07/11/2020,01:13:57
3-,3G,0000.00,0,07/11/2020,01:14:00
2-,3G,0003.35,0,07/11/2020,01:14:02
4-,3G,0000.00,0,07/11/2020,01:14:06
3-,3G,0000.00,0,07/11/2020,01:14:09
2-,3G,0003.26,0,07/11/2020,01:14:11
4-,3G,0003.31,0,07/11/2020,01:14:15
3-,3G,0000.34,0,07/11/2020,01:14:18
2-,3G,0000.00,0,07/11/2020,01:14:20
4-,3G,0002.17,0,07/11/2020,01:14:24
3-,3G,0003.33,0,07/11/2020,01:14:27
2-,3G,0000.00,0,07/11/2020,01:14:29
4-,3G,0000.00,0,07/11/2020,01:14:33
3-,3G,0000.00,0,07/11/2020,01:14:36
2-,3G,0003.39,0,07/11/2020,01:14:38
4-,3G,0000.00,0,07/11/2020,01:14:42
3-,3G,0000.00,0,07/11/2020,01:14:45
2-,3G,0003.26,0,07/11/2020,01:14:47
4-,3G,0003.33,0,07/11/2020,01:14:51
3-,3G,0000.88,0,07/11/2020,01:14:54
2-,3G,0000.00,0,07/11/2020,01:14:56
4-,3G,0001.78,0,07/11/2020,01:15:00
3-,3G,0003.31,0,07/11/2020,01:15:03
2-,3G,0000.00,0,07/11/2020,01:15:05
4-,3G,0000.00,0,07/11/2020,01:15:09
3-,3G,0000.00,0,07/11/2020,01:15:12
2-,3G,0003.35,0,07/11/2020,01:15:14
4-,3G,0000.00,0,07/11/2020,01:15:18
3-,3G,0000.00,0,07/11/2020,01:15:21
2-,3G,0003.24,0,07/11/2020,01:15:23
4-,3G,0000.00,0,07/11/2020,01:15:27
3-,3G,0000.00,0,07/11/2020,01:15:29
2-,3G,0000.00,0,07/11/2020,01:15:32
4-,3G,0001.46,0,07/11/2020,01:15:36
3-,3G,0003.29,0,07/11/2020,01:15:39
2-,3G,0000.00,0,07/11/2020,01:15:41
4-,3G,0000.00,0,07/11/2020,01:15:45
3-,3G,0000.00,0,07/11/2020,01:15:48
2-,3G,0003.39,0,07/11/2020,01:15:50
4-,3G,0000.00,0,07/11/2020,01:15:54
3-,3G,0000.00,0,07/11/2020,01:15:57
2-,3G,0003.29,0,07/11/2020,01:15:59
4-,3G,0003.33,0,07/11/2020,01:16:03
3-,3G,0001.41,0,07/11/2020,01:16:06
2-,3G,0000.00,0,07/11/2020,01:16:08
4-,3G,0001.44,0,07/11/2020,01:16:12
3-,3G,0003.31,0,07/11/2020,01:16:15
2-,3G,0000.00,0,07/11/2020,01:16:17
4-,3G,0000.00,0,07/11/2020,01:16:21
3-,3G,0000.00,0,07/11/2020,01:16:24
2-,3G,0003.35,0,07/11/2020,01:16:26
4-,3G,0000.00,0,07/11/2020,01:16:30
3-,3G,0000.00,0,07/11/2020,01:16:33
2-,3G,0003.29,0,07/11/2020,01:16:35
4-,3G,0003.29,0,07/11/2020,01:16:39
3-,3G,0001.46,0,07/11/2020,01:16:42
2-,3G,0000.00,0,07/11/2020,01:16:44
4-,3G,0001.05,0,07/11/2020,01:16:48
3-,3G,0003.35,0,07/11/2020,01:16:51
2-,3G,0000.00,0,07/11/2020,01:16:53
4-,3G,0000.00,0,07/11/2020,01:16:57
3-,3G,0000.00,0,07/11/2020,01:17:00
2-,3G,0003.39,0,07/11/2020,01:17:02
4-,3G,0000.00,0,07/11/2020,01:17:06
3-,3G,0000.00,0,07/11/2020,01:17:09
2-,3G,0003.26,0,07/11/2020,01:17:11
4-,3G,0003.31,0,07/11/2020,01:17:15
3-,3G,0001.50,0,07/11/2020,01:17:18
2-,3G,0000.00,0,07/11/2020,01:17:20
4-,3G,0000.81,0,07/11/2020,01:17:24
3-,3G,0003.31,0,07/11/2020,01:17:27
2-,3G,0000.00,0,07/11/2020,01:17:29
4-,3G,0000.00,0,07/11/2020,01:17:33
3-,3G,0000.00,0,07/11/2020,01:17:36
2-,3G,0003.39,0,07/11/2020,01:17:38
4-,3G,0000.00,0,07/11/2020,01:17:42
3-,3G,0000.00,0,07/11/2020,01:17:45
2-,3G,0003.29,0,07/11/2020,01:17:47
4-,3G,0003.31,0,07/11/2020,01:17:51
3-,3G,0001.44,0,07/11/2020,01:17:54
2-,3G,0000.00,0,07/11/2020,01:17:56
4-,3G,0000.60,0,07/11/2020,01:18:00
3-,3G,0003.39,0,07/11/2020,01:18:03
2-,3G,0000.00,0,07/11/2020,01:18:05
4-,3G,0000.00,0,07/11/2020,01:18:09
3-,3G,0000.00,0,07/11/2020,01:18:12
2-,3G,0003.41,0,07/11/2020,01:18:14
4-,3G,0000.00,0,07/11/2020,01:18:18
3-,3G,0000.00,0,07/11/2020,01:18:21
2-,3G,0003.26,0,07/11/2020,01:18:23
4-,3G,0003.33,0,07/11/2020,01:18:27
3-,3G,0001.48,0,07/11/2020,01:18:30
2-,3G,0000.00,0,07/11/2020,01:18:32
4-,3G,0000.49,0,07/11/2020,01:18:36
3-,3G,0003.33,0,07/11/2020,01:18:39
2-,3G,0000.00,0,07/11/2020,01:18:41
4-,3G,0000.00,0,07/11/2020,01:18:45
3-,3G,0000.00,0,07/11/2020,01:18:48
2-,3G,0003.35,0,07/11/2020,01:18:50
4-,3G,0000.00,0,07/11/2020,01:18:54
3-,3G,0000.00,0,07/11/2020,01:18:57
2-,3G,0003.29,0,07/11/2020,01:18:59
4-,3G,0003.33,0,07/11/2020,01:19:03
3-,3G,0001.37,0,07/11/2020,01:19:06
2-,3G,0000.00,0,07/11/2020,01:19:08
4-,3G,0000.21,0,07/11/2020,01:19:12
3-,3G,0003.37,0,07/11/2020,01:19:15
2-,3G,0000.00,0,07/11/2020,01:19:17
4-,3G,0000.00,0,07/11/2020,01:19:21
3-,3G,0000.00,0,07/11/2020,01:19:24
2-,3G,0003.35,0,07/11/2020,01:19:26
4-,3G,0000.08,0,07/11/2020,01:19:30
3-,3G,0000.00,0,07/11/2020,01:19:33
2-,3G,0003.31,0,07/11/2020,01:19:35
4-,3G,0003.26,0,07/11/2020,01:19:39
3-,3G,0001.39,0,07/11/2020,01:19:42
2-,3G,0000.00,0,07/11/2020,01:19:44
4-,3G,0000.02,0,07/11/2020,01:19:48
3-,3G,0003.31,0,07/11/2020,01:19:51
2-,3G,0000.00,0,07/11/2020,01:19:53
4-,3G,0000.00,0,07/11/2020,01:19:57
3-,3G,0000.00,0,07/11/2020,01:20:00
2-,3G,0003.33,0,07/11/2020,01:20:02
4-,3G,0000.43,0,07/11/2020,01:20:06
3-,3G,0000.00,0,07/11/2020,01:20:09
2-,3G,0003.29,0,07/11/2020,01:20:11
4-,3G,0003.35,0,07/11/2020,01:20:15
3-,3G,0001.41,0,07/11/2020,01:20:18
2-,3G,0000.00,0,07/11/2020,01:20:20
4-,3G,0000.00,0,07/11/2020,01:20:24
3-,3G,0003.31,0,07/11/2020,01:20:27
2-,3G,0000.00,0,07/11/2020,01:20:29
4-,3G,0000.00,0,07/11/2020,01:20:33
3-,3G,0000.00,0,07/11/2020,01:20:36
2-,3G,0003.33,0,07/11/2020,01:20:38
4-,3G,0000.40,0,07/11/2020,01:20:42
3-,3G,0000.00,0,07/11/2020,01:20:45
2-,3G,0003.29,0,07/11/2020,01:20:47
4-,3G,0003.33,0,07/11/2020,01:20:51
3-,3G,0001.44,0,07/11/2020,01:20:54
2-,3G,0000.00,0,07/11/2020,01:20:56
4-,3G,0000.00,0,07/11/2020,01:21:00
3-,3G,0003.29,0,07/11/2020,01:21:03
2-,3G,0000.00,0,07/11/2020,01:21:05
4-,3G,0000.00,0,07/11/2020,01:21:09
3-,3G,0003.29,0,07/11/2020,01:21:11
2-,3G,0002.81,0,07/11/2020,01:21:14
4-,3G,0000.38,0,07/11/2020,01:21:18
3-,3G,0000.00,0,07/11/2020,01:21:21
2-,3G,0003.26,0,07/11/2020,01:21:23
4-,3G,0003.31,0,07/11/2020,01:21:28
3-,3G,0001.48,0,07/11/2020,01:21:30
2-,3G,0000.00,0,07/11/2020,01:21:32
4-,3G,0000.00,0,07/11/2020,01:21:37
3-,3G,0003.33,0,07/11/2020,01:21:39
2-,3G,0000.00,0,07/11/2020,01:21:41
4-,3G,0000.00,0,07/11/2020,01:21:46
3-,3G,0000.00,0,07/11/2020,01:21:48
2-,3G,0003.35,0,07/11/2020,01:21:50
4-,3G,0000.34,0,07/11/2020,01:21:55
3-,3G,0000.00,0,07/11/2020,01:21:57
2-,3G,0003.24,0,07/11/2020,01:21:59
4-,3G,0003.24,0,07/11/2020,01:22:04
3-,3G,0001.52,0,07/11/2020,01:22:06
2-,3G,0000.00,0,07/11/2020,01:22:08
4-,3G,0000.00,0,07/11/2020,01:22:13
3-,3G,0003.31,0,07/11/2020,01:22:15
2-,3G,0000.00,0,07/11/2020,01:22:17
4-,3G,0000.00,0,07/11/2020,01:22:22
3-,3G,0000.00,0,07/11/2020,01:22:24
2-,3G,0003.35,0,07/11/2020,01:22:26
4-,3G,0000.36,0,07/11/2020,01:22:31
3-,3G,0000.00,0,07/11/2020,01:22:33
2-,3G,0003.26,0,07/11/2020,01:22:35
4-,3G,0003.31,0,07/11/2020,01:22:40
3-,3G,0001.54,0,07/11/2020,01:22:42
2-,3G,0000.00,0,07/11/2020,01:22:44
4-,3G,0000.00,0,07/11/2020,01:22:49
3-,3G,0003.31,0,07/11/2020,01:22:51
2-,3G,0000.00,0,07/11/2020,01:22:53
4-,3G,0000.00,0,07/11/2020,01:22:58
3-,3G,0000.00,0,07/11/2020,01:23:00
2-,3G,0003.35,0,07/11/2020,01:23:02
4-,3G,0000.36,0,07/11/2020,01:23:07
3-,3G,0000.00,0,07/11/2020,01:23:09
2-,3G,0003.29,0,07/11/2020,01:23:11
4-,3G,0003.31,0,07/11/2020,01:23:16
3-,3G,0001.91,0,07/11/2020,01:23:18
2-,3G,0000.00,0,07/11/2020,01:23:20
4-,3G,0000.00,0,07/11/2020,01:23:25
3-,3G,0003.33,0,07/11/2020,01:23:27
2-,3G,0000.00,0,07/11/2020,01:23:29
4-,3G,0000.00,0,07/11/2020,01:23:34
3-,3G,0000.00,0,07/11/2020,01:23:36
2-,3G,0003.31,0,07/11/2020,01:23:38
4-,3G,0000.36,0,07/11/2020,01:23:43
3-,3G,0000.00,0,07/11/2020,01:23:45
2-,3G,0003.24,0,07/11/2020,01:23:47
4-,3G,0003.31,0,07/11/2020,01:23:52
3-,3G,0002.00,0,07/11/2020,01:23:54
2-,3G,0000.00,0,07/11/2020,01:23:56
4-,3G,0000.00,0,07/11/2020,01:24:01
3-,3G,0003.31,0,07/11/2020,01:24:03
2-,3G,0000.00,0,07/11/2020,01:24:05
4-,3G,0000.00,0,07/11/2020,01:24:10
3-,3G,0000.00,0,07/11/2020,01:24:12
2-,3G,0003.35,0,07/11/2020,01:24:14
4-,3G,0000.34,0,07/11/2020,01:24:19
3-,3G,0000.00,0,07/11/2020,01:24:21
2-,3G,0003.29,0,07/11/2020,01:24:23
4-,3G,0003.33,0,07/11/2020,01:24:28
3-,3G,0002.27,0,07/11/2020,01:24:30
2-,3G,0000.00,0,07/11/2020,01:24:32
4-,3G,0000.00,0,07/11/2020,01:24:37
3-,3G,0003.41,0,07/11/2020,01:24:39
2-,3G,0000.00,0,07/11/2020,01:24:41
4-,3G,0000.00,0,07/11/2020,01:24:46
3-,3G,0000.00,0,07/11/2020,01:24:48
2-,3G,0003.33,0,07/11/2020,01:24:50
4-,3G,0000.36,0,07/11/2020,01:24:55
3-,3G,0000.00,0,07/11/2020,01:24:57
2-,3G,0003.26,0,07/11/2020,01:24:59
4-,3G,0003.29,0,07/11/2020,01:25:04
3-,3G,0002.27,0,07/11/2020,01:25:06
2-,3G,0000.00,0,07/11/2020,01:25:08
4-,3G,0000.00,0,07/11/2020,01:25:13
3-,3G,0003.31,0,07/11/2020,01:25:15
2-,3G,0000.00,0,07/11/2020,01:25:17
4-,3G,0000.00,0,07/11/2020,01:25:22
3-,3G,0000.00,0,07/11/2020,01:25:24
2-,3G,0003.33,0,07/11/2020,01:25:26
4-,3G,0000.40,0,07/11/2020,01:25:31
3-,3G,0000.00,0,07/11/2020,01:25:33
2-,3G,0003.29,0,07/11/2020,01:25:35
4-,3G,0003.26,0,07/11/2020,01:25:40
3-,3G,0002.23,0,07/11/2020,01:25:42
2-,3G,0000.00,0,07/11/2020,01:25:44
4-,3G,0000.00,0,07/11/2020,01:25:49
3-,3G,0003.29,0,07/11/2020,01:25:51
2-,3G,0000.00,0,07/11/2020,01:25:53
4-,3G,0000.00,0,07/11/2020,01:25:58
3-,3G,0000.00,0,07/11/2020,01:26:00
2-,3G,0003.33,0,07/11/2020,01:26:02
4-,3G,0000.45,0,07/11/2020,01:26:07
3-,3G,0000.00,0,07/11/2020,01:26:09
2-,3G,0003.26,0,07/11/2020,01:26:11
4-,3G,0003.26,0,07/11/2020,01:26:16
3-,3G,0002.30,0,07/11/2020,01:26:18
2-,3G,0000.00,0,07/11/2020,01:26:20
4-,3G,0000.00,0,07/11/2020,01:26:25
3-,3G,0003.31,0,07/11/2020,01:26:27
2-,3G,0000.00,0,07/11/2020,01:26:29
4-,3G,0000.00,0,07/11/2020,01:26:34
3-,3G,0000.00,0,07/11/2020,01:26:36
2-,3G,0003.35,0,07/11/2020,01:26:38
4-,3G,0000.86,0,07/11/2020,01:26:43
3-,3G,0000.00,0,07/11/2020,01:26:45
2-,3G,0003.24,0,07/11/2020,01:26:47
4-,3G,0003.24,0,07/11/2020,01:26:52
3-,3G,0002.25,0,07/11/2020,01:26:54
2-,3G,0000.00,0,07/11/2020,01:26:56
4-,3G,0000.00,0,07/11/2020,01:27:01
3-,3G,0003.33,0,07/11/2020,01:27:03
2-,3G,0000.00,0,07/11/2020,01:27:05
4-,3G,0000.00,0,07/11/2020,01:27:10
3-,3G,0000.00,0,07/11/2020,01:27:12
2-,3G,0003.31,0,07/11/2020,01:27:14
4-,3G,0000.70,0,07/11/2020,01:27:19
3-,3G,0000.00,0,07/11/2020,01:27:21
2-,3G,0003.24,0,07/11/2020,01:27:23
4-,3G,0003.26,0,07/11/2020,01:27:28
3-,3G,0002.25,0,07/11/2020,01:27:30
2-,3G,0000.00,0,07/11/2020,01:27:32
4-,3G,0000.00,0,07/11/2020,01:27:37
3-,3G,0003.44,0,07/11/2020,01:27:39
2-,3G,0000.00,0,07/11/2020,01:27:41
4-,3G,0000.00,0,07/11/2020,01:27:46
3-,3G,0000.00,0,07/11/2020,01:27:48
2-,3G,0003.31,0,07/11/2020,01:27:50
4-,3G,0001.39,0,07/11/2020,01:27:55
3-,3G,0000.00,0,07/11/2020,01:27:57
2-,3G,0003.26,0,07/11/2020,01:27:59
4-,3G,0003.26,0,07/11/2020,01:28:04
3-,3G,0002.21,0,07/11/2020,01:28:06
2-,3G,0000.00,0,07/11/2020,01:28:08
4-,3G,0000.00,0,07/11/2020,01:28:13
3-,3G,0003.29,0,07/11/2020,01:28:15
2-,3G,0000.00,0,07/11/2020,01:28:17
4-,3G,0000.00,0,07/11/2020,01:28:22
3-,3G,0000.00,0,07/11/2020,01:28:24
2-,3G,0003.37,0,07/11/2020,01:28:26
4-,3G,0001.37,0,07/11/2020,01:28:31
3-,3G,0000.00,0,07/11/2020,01:28:33
2-,3G,0003.29,0,07/11/2020,01:28:35
4-,3G,0003.24,0,07/11/2020,01:28:40
3-,3G,0002.21,0,07/11/2020,01:28:42
2-,3G,0000.00,0,07/11/2020,01:28:44
4-,3G,0000.00,0,07/11/2020,01:28:49
3-,3G,0003.29,0,07/11/2020,01:28:51
2-,3G,0000.00,0,07/11/2020,01:28:53
4-,3G,0000.00,0,07/11/2020,01:28:58
3-,3G,0000.00,0,07/11/2020,01:29:00
2-,3G,0003.33,0,07/11/2020,01:29:02
4-,3G,0001.56,0,07/11/2020,01:29:07
3-,3G,0000.00,0,07/11/2020,01:29:09
2-,3G,0003.26,0,07/11/2020,01:29:11
4-,3G,0003.26,0,07/11/2020,01:29:16
3-,3G,0002.17,0,07/11/2020,01:29:18
2-,3G,0000.00,0,07/11/2020,01:29:21
4-,3G,0000.00,0,07/11/2020,01:29:25
3-,3G,0003.31,0,07/11/2020,01:29:27
2-,3G,0000.00,0,07/11/2020,01:29:30
4-,3G,0000.00,0,07/11/2020,01:29:34
3-,3G,0000.00,0,07/11/2020,01:29:36
2-,3G,0003.29,0,07/11/2020,01:29:39
4-,3G,0001.52,0,07/11/2020,01:29:43
3-,3G,0000.00,0,07/11/2020,01:29:45
2-,3G,0003.26,0,07/11/2020,01:29:48
4-,3G,0003.24,0,07/11/2020,01:29:52
3-,3G,0002.25,0,07/11/2020,01:29:54
2-,3G,0000.00,0,07/11/2020,01:29:57
4-,3G,0000.00,0,07/11/2020,01:30:01
3-,3G,0003.26,0,07/11/2020,01:30:03
2-,3G,0000.00,0,07/11/2020,01:30:06
4-,3G,0000.00,0,07/11/2020,01:30:10
3-,3G,0000.00,0,07/11/2020,01:30:12
2-,3G,0003.31,0,07/11/2020,01:30:15
4-,3G,0001.54,0,07/11/2020,01:30:19
3-,3G,0000.00,0,07/11/2020,01:30:21
2-,3G,0003.29,0,07/11/2020,01:30:24
4-,3G,0003.31,0,07/11/2020,01:30:28
3-,3G,0002.23,0,07/11/2020,01:30:30
2-,3G,0000.00,0,07/11/2020,01:30:33
4-,3G,0000.00,0,07/11/2020,01:30:37
3-,3G,0003.33,0,07/11/2020,01:30:39
2-,3G,0000.00,0,07/11/2020,01:30:42
4-,3G,0000.00,0,07/11/2020,01:30:46
3-,3G,0000.00,0,07/11/2020,01:30:48
2-,3G,0003.29,0,07/11/2020,01:30:51
4-,3G,0001.50,0,07/11/2020,01:30:55
3-,3G,0000.00,0,07/11/2020,01:30:57
2-,3G,0003.24,0,07/11/2020,01:31:00
4-,3G,0003.24,0,07/11/2020,01:31:04
3-,3G,0002.25,0,07/11/2020,01:31:06
2-,3G,0000.00,0,07/11/2020,01:31:09
4-,3G,0000.00,0,07/11/2020,01:31:13
3-,3G,0003.29,0,07/11/2020,01:31:15
2-,3G,0000.00,0,07/11/2020,01:31:18
4-,3G,0000.00,0,07/11/2020,01:31:22
3-,3G,0000.00,0,07/11/2020,01:31:24
2-,3G,0003.33,0,07/11/2020,01:31:27
4-,3G,0001.46,0,07/11/2020,01:31:31
3-,3G,0000.00,0,07/11/2020,01:31:33
2-,3G,0003.29,0,07/11/2020,01:31:36
4-,3G,0003.24,0,07/11/2020,01:31:40
3-,3G,0002.25,0,07/11/2020,01:31:42
2-,3G,0000.00,0,07/11/2020,01:31:45
4-,3G,0000.00,0,07/11/2020,01:31:49
3-,3G,0003.31,0,07/11/2020,01:31:51
2-,3G,0000.00,0,07/11/2020,01:31:54
4-,3G,0000.00,0,07/11/2020,01:31:58
3-,3G,0000.00,0,07/11/2020,01:32:00
2-,3G,0003.33,0,07/11/2020,01:32:03
4-,3G,0001.50,0,07/11/2020,01:32:07
3-,3G,0000.00,0,07/11/2020,01:32:09
2-,3G,0003.24,0,07/11/2020,01:32:12
4-,3G,0003.26,0,07/11/2020,01:32:16
3-,3G,0002.19,0,07/11/2020,01:32:18
2-,3G,0000.00,0,07/11/2020,01:32:21
4-,3G,0000.00,0,07/11/2020,01:32:25
3-,3G,0003.29,0,07/11/2020,01:32:27
2-,3G,0000.00,0,07/11/2020,01:32:30
4-,3G,0000.00,0,07/11/2020,01:32:34
3-,3G,0000.00,0,07/11/2020,01:32:36
2-,3G,0003.24,0,07/11/2020,01:32:39
4-,3G,0001.48,0,07/11/2020,01:32:43
3-,3G,0000.00,0,07/11/2020,01:32:45
2-,3G,0003.24,0,07/11/2020,01:32:48
4-,3G,0003.29,0,07/11/2020,01:32:52
3-,3G,0002.21,0,07/11/2020,01:32:54
2-,3G,0000.00,0,07/11/2020,01:32:57
4-,3G,0000.00,0,07/11/2020,01:33:01
3-,3G,0003.35,0,07/11/2020,01:33:03
2-,3G,0000.00,0,07/11/2020,01:33:06
4-,3G,0000.00,0,07/11/2020,01:33:10
3-,3G,0000.00,0,07/11/2020,01:33:12
2-,3G,0003.33,0,07/11/2020,01:33:15
4-,3G,0001.46,0,07/11/2020,01:33:19
3-,3G,0000.00,0,07/11/2020,01:33:21
2-,3G,0003.29,0,07/11/2020,01:33:24
4-,3G,0003.29,0,07/11/2020,01:33:28
3-,3G,0002.70,0,07/11/2020,01:33:30
2-,3G,0000.00,0,07/11/2020,01:33:33
4-,3G,0000.00,0,07/11/2020,01:33:37
3-,3G,0003.35,0,07/11/2020,01:33:39
2-,3G,0000.00,0,07/11/2020,01:33:42
4-,3G,0000.00,0,07/11/2020,01:33:46
3-,3G,0000.00,0,07/11/2020,01:33:48
2-,3G,0003.33,0,07/11/2020,01:33:51
4-,3G,0001.41,0,07/11/2020,01:33:55
3-,3G,0000.00,0,07/11/2020,01:33:57
2-,3G,0003.26,0,07/11/2020,01:34:00
4-,3G,0003.24,0,07/11/2020,01:34:04
3-,3G,0002.77,0,07/11/2020,01:34:06
2-,3G,0000.00,0,07/11/2020,01:34:09
4-,3G,0000.00,0,07/11/2020,01:34:13
3-,3G,0003.31,0,07/11/2020,01:34:15
2-,3G,0000.00,0,07/11/2020,01:34:18
4-,3G,0000.00,0,07/11/2020,01:34:22
3-,3G,0000.00,0,07/11/2020,01:34:24
2-,3G,0003.31,0,07/11/2020,01:34:27
4-,3G,0001.48,0,07/11/2020,01:34:31
3-,3G,0000.00,0,07/11/2020,01:34:33
2-,3G,0003.26,0,07/11/2020,01:34:36
4-,3G,0003.24,0,07/11/2020,01:34:40
3-,3G,0002.77,0,07/11/2020,01:34:42
2-,3G,0000.00,0,07/11/2020,01:34:45
4-,3G,0000.00,0,07/11/2020,01:34:49
3-,3G,0003.29,0,07/11/2020,01:34:51
2-,3G,0000.00,0,07/11/2020,01:34:54
4-,3G,0000.00,0,07/11/2020,01:34:58
3-,3G,0000.00,0,07/11/2020,01:35:00
2-,3G,0003.26,0,07/11/2020,01:35:03
4-,3G,0001.59,0,07/11/2020,01:35:07
3-,3G,0000.00,0,07/11/2020,01:35:09
2-,3G,0003.24,0,07/11/2020,01:35:12
4-,3G,0003.24,0,07/11/2020,01:35:16
3-,3G,0002.79,0,07/11/2020,01:35:18
2-,3G,0000.00,0,07/11/2020,01:35:21
4-,3G,0000.00,0,07/11/2020,01:35:25
3-,3G,0003.31,0,07/11/2020,01:35:27
2-,3G,0000.00,0,07/11/2020,01:35:30
4-,3G,0000.00,0,07/11/2020,01:35:34
3-,3G,0003.31,0,07/11/2020,01:35:36
2-,3G,0003.26,0,07/11/2020,01:35:39
4-,3G,0001.59,0,07/11/2020,01:35:43
3-,3G,0000.00,0,07/11/2020,01:35:45
2-,3G,0003.29,0,07/11/2020,01:35:48
4-,3G,0003.26,0,07/11/2020,01:35:52
3-,3G,0002.77,0,07/11/2020,01:35:54
2-,3G,0000.00,0,07/11/2020,01:35:57
4-,3G,0000.00,0,07/11/2020,01:36:01
3-,3G,0003.29,0,07/11/2020,01:36:03
2-,3G,0000.00,0,07/11/2020,01:36:06
4-,3G,0000.00,0,07/11/2020,01:36:10
3-,3G,0000.00,0,07/11/2020,01:36:12
2-,3G,0003.29,0,07/11/2020,01:36:15
